PLZ,Bundesland
47878,Nordrhein-Westfalen
47879,Nordrhein-Westfalen
47880,Nordrhein-Westfalen
47881,Nordrhein-Westfalen
47882,Nordrhein-Westfalen
47883,Nordrhein-Westfalen
47884,Nordrhein-Westfalen
47885,Nordrhein-Westfalen
47886,Nordrhein-Westfalen
47887,Nordrhein-Westfalen
47888,Nordrhein-Westfalen
47889,Nordrhein-Westfalen
47890,Nordrhein-Westfalen
47891,Nordrhein-Westfalen
47892,Nordrhein-Westfalen
47893,Nordrhein-Westfalen
47894,Nordrhein-Westfalen
47895,Nordrhein-Westfalen
47896,Nordrhein-Westfalen
47897,Nordrhein-Westfalen
47898,Nordrhein-Westfalen
47899,Nordrhein-Westfalen
47900,Nordrhein-Westfalen
47901,Nordrhein-Westfalen
47902,Nordrhein-Westfalen
47903,Nordrhein-Westfalen
47904,Nordrhein-Westfalen
47905,Nordrhein-Westfalen
47906,Nordrhein-Westfalen
47907,Nordrhein-Westfalen
47908,Nordrhein-Westfalen
47909,Nordrhein-Westfalen
47910,Nordrhein-Westfalen
47911,Nordrhein-Westfalen
47912,Nordrhein-Westfalen
47913,Nordrhein-Westfalen
47914,Nordrhein-Westfalen
47915,Nordrhein-Westfalen
47916,Nordrhein-Westfalen
47917,Nordrhein-Westfalen
47918,Nordrhein-Westfalen
47919,Nordrhein-Westfalen
47920,Nordrhein-Westfalen
47921,Nordrhein-Westfalen
47922,Nordrhein-Westfalen
47923,Nordrhein-Westfalen
47924,Nordrhein-Westfalen
47925,Nordrhein-Westfalen
47926,Nordrhein-Westfalen
47927,Nordrhein-Westfalen
47928,Nordrhein-Westfalen
47929,Nordrhein-Westfalen
47930,Nordrhein-Westfalen
47931,Nordrhein-Westfalen
47932,Nordrhein-Westfalen
47933,Nordrhein-Westfalen
47934,Nordrhein-Westfalen
47935,Nordrhein-Westfalen
47936,Nordrhein-Westfalen
47937,Nordrhein-Westfalen
47938,Nordrhein-Westfalen
47939,Nordrhein-Westfalen
47940,Nordrhein-Westfalen
47941,Nordrhein-Westfalen
47942,Nordrhein-Westfalen
47943,Nordrhein-Westfalen
47944,Nordrhein-Westfalen
47945,Nordrhein-Westfalen
47946,Nordrhein-Westfalen
47947,Nordrhein-Westfalen
47948,Nordrhein-Westfalen
47949,Nordrhein-Westfalen
47950,Nordrhein-Westfalen
47951,Nordrhein-Westfalen
47952,Nordrhein-Westfalen
47953,Nordrhein-Westfalen
47954,Nordrhein-Westfalen
47955,Nordrhein-Westfalen
47956,Nordrhein-Westfalen
47957,Nordrhein-Westfalen
47958,Nordrhein-Westfalen
47959,Nordrhein-Westfalen
47960,Nordrhein-Westfalen
47961,Nordrhein-Westfalen
47962,Nordrhein-Westfalen
47963,Nordrhein-Westfalen
47964,Nordrhein-Westfalen
47965,Nordrhein-Westfalen
47966,Nordrhein-Westfalen
47967,Nordrhein-Westfalen
47968,Nordrhein-Westfalen
47969,Nordrhein-Westfalen
47970,Nordrhein-Westfalen
47971,Nordrhein-Westfalen
47972,Nordrhein-Westfalen
47973,Nordrhein-Westfalen
47974,Nordrhein-Westfalen
47975,Nordrhein-Westfalen
47976,Nordrhein-Westfalen
47977,Nordrhein-Westfalen
47978,Nordrhein-Westfalen
47979,Nordrhein-Westfalen
47980,Nordrhein-Westfalen
47981,Nordrhein-Westfalen
47982,Nordrhein-Westfalen
47983,Nordrhein-Westfalen
47984,Nordrhein-Westfalen
47985,Nordrhein-Westfalen
47986,Nordrhein-Westfalen
47987,Nordrhein-Westfalen
47988,Nordrhein-Westfalen
47989,Nordrhein-Westfalen
47990,Nordrhein-Westfalen
47991,Nordrhein-Westfalen
47992,Nordrhein-Westfalen
47993,Nordrhein-Westfalen
47994,Nordrhein-Westfalen
47995,Nordrhein-Westfalen
47996,Nordrhein-Westfalen
47997,Nordrhein-Westfalen
47998,Nordrhein-Westfalen
47999,Nordrhein-Westfalen
48000,Nordrhein-Westfalen
48001,Nordrhein-Westfalen
48002,Nordrhein-Westfalen
48003,Nordrhein-Westfalen
48004,Nordrhein-Westfalen
48005,Nordrhein-Westfalen
48006,Nordrhein-Westfalen
48007,Nordrhein-Westfalen
48008,Nordrhein-Westfalen
48009,Nordrhein-Westfalen
48010,Nordrhein-Westfalen
48011,Nordrhein-Westfalen
48012,Nordrhein-Westfalen
48013,Nordrhein-Westfalen
48014,Nordrhein-Westfalen
48015,Nordrhein-Westfalen
48016,Nordrhein-Westfalen
48017,Nordrhein-Westfalen
48018,Nordrhein-Westfalen
48019,Nordrhein-Westfalen
48020,Nordrhein-Westfalen
48021,Nordrhein-Westfalen
48022,Nordrhein-Westfalen
48023,Nordrhein-Westfalen
48024,Nordrhein-Westfalen
48025,Nordrhein-Westfalen
48026,Nordrhein-Westfalen
48027,Nordrhein-Westfalen
48028,Nordrhein-Westfalen
48029,Nordrhein-Westfalen
48030,Nordrhein-Westfalen
48031,Nordrhein-Westfalen
48032,Nordrhein-Westfalen
48033,Nordrhein-Westfalen
48034,Nordrhein-Westfalen
48035,Nordrhein-Westfalen
48036,Nordrhein-Westfalen
48037,Nordrhein-Westfalen
48038,Nordrhein-Westfalen
48039,Nordrhein-Westfalen
48040,Nordrhein-Westfalen
48041,Nordrhein-Westfalen
48042,Nordrhein-Westfalen
48043,Nordrhein-Westfalen
48044,Nordrhein-Westfalen
48045,Nordrhein-Westfalen
48046,Nordrhein-Westfalen
48047,Nordrhein-Westfalen
48048,Nordrhein-Westfalen
48049,Nordrhein-Westfalen
48050,Nordrhein-Westfalen
48051,Nordrhein-Westfalen
48052,Nordrhein-Westfalen
48053,Nordrhein-Westfalen
48054,Nordrhein-Westfalen
48055,Nordrhein-Westfalen
48056,Nordrhein-Westfalen
48057,Nordrhein-Westfalen
48058,Nordrhein-Westfalen
48059,Nordrhein-Westfalen
48060,Nordrhein-Westfalen
48061,Nordrhein-Westfalen
48062,Nordrhein-Westfalen
48063,Nordrhein-Westfalen
48064,Nordrhein-Westfalen
48065,Nordrhein-Westfalen
48066,Nordrhein-Westfalen
48067,Nordrhein-Westfalen
48068,Nordrhein-Westfalen
48069,Nordrhein-Westfalen
48070,Nordrhein-Westfalen
48071,Nordrhein-Westfalen
48072,Nordrhein-Westfalen
48073,Nordrhein-Westfalen
48074,Nordrhein-Westfalen
48075,Nordrhein-Westfalen
48076,Nordrhein-Westfalen
48077,Nordrhein-Westfalen
48078,Nordrhein-Westfalen
48079,Nordrhein-Westfalen
48080,Nordrhein-Westfalen
48081,Nordrhein-Westfalen
48082,Nordrhein-Westfalen
48083,Nordrhein-Westfalen
48084,Nordrhein-Westfalen
48085,Nordrhein-Westfalen
48086,Nordrhein-Westfalen
48087,Nordrhein-Westfalen
48088,Nordrhein-Westfalen
48089,Nordrhein-Westfalen
48090,Nordrhein-Westfalen
48091,Nordrhein-Westfalen
48092,Nordrhein-Westfalen
48093,Nordrhein-Westfalen
48094,Nordrhein-Westfalen
48095,Nordrhein-Westfalen
48096,Nordrhein-Westfalen
48097,Nordrhein-Westfalen
48098,Nordrhein-Westfalen
48099,Nordrhein-Westfalen
48100,Nordrhein-Westfalen
48101,Nordrhein-Westfalen
48102,Nordrhein-Westfalen
48103,Nordrhein-Westfalen
48104,Nordrhein-Westfalen
48105,Nordrhein-Westfalen
48106,Nordrhein-Westfalen
48107,Nordrhein-Westfalen
48108,Nordrhein-Westfalen
48109,Nordrhein-Westfalen
48110,Nordrhein-Westfalen
48111,Nordrhein-Westfalen
48112,Nordrhein-Westfalen
48113,Nordrhein-Westfalen
48114,Nordrhein-Westfalen
48115,Nordrhein-Westfalen
48116,Nordrhein-Westfalen
48117,Nordrhein-Westfalen
48118,Nordrhein-Westfalen
48119,Nordrhein-Westfalen
48120,Nordrhein-Westfalen
48121,Nordrhein-Westfalen
48122,Nordrhein-Westfalen
48123,Nordrhein-Westfalen
48124,Nordrhein-Westfalen
48125,Nordrhein-Westfalen
48126,Nordrhein-Westfalen
48127,Nordrhein-Westfalen
48128,Nordrhein-Westfalen
48129,Nordrhein-Westfalen
48130,Nordrhein-Westfalen
48131,Nordrhein-Westfalen
48132,Nordrhein-Westfalen
48133,Nordrhein-Westfalen
48134,Nordrhein-Westfalen
48135,Nordrhein-Westfalen
48136,Nordrhein-Westfalen
48137,Nordrhein-Westfalen
48138,Nordrhein-Westfalen
48139,Nordrhein-Westfalen
48140,Nordrhein-Westfalen
48141,Nordrhein-Westfalen
48142,Nordrhein-Westfalen
48143,Nordrhein-Westfalen
48144,Nordrhein-Westfalen
48145,Nordrhein-Westfalen
48146,Nordrhein-Westfalen
48147,Nordrhein-Westfalen
48148,Nordrhein-Westfalen
48149,Nordrhein-Westfalen
48150,Nordrhein-Westfalen
48151,Nordrhein-Westfalen
48152,Nordrhein-Westfalen
48153,Nordrhein-Westfalen
48154,Nordrhein-Westfalen
48155,Nordrhein-Westfalen
48156,Nordrhein-Westfalen
48157,Nordrhein-Westfalen
48158,Nordrhein-Westfalen
48159,Nordrhein-Westfalen
48160,Nordrhein-Westfalen
48161,Nordrhein-Westfalen
48162,Nordrhein-Westfalen
48163,Nordrhein-Westfalen
48164,Nordrhein-Westfalen
48165,Nordrhein-Westfalen
48166,Nordrhein-Westfalen
48167,Nordrhein-Westfalen
48168,Nordrhein-Westfalen
48169,Nordrhein-Westfalen
48170,Nordrhein-Westfalen
48171,Nordrhein-Westfalen
48172,Nordrhein-Westfalen
48173,Nordrhein-Westfalen
48174,Nordrhein-Westfalen
48175,Nordrhein-Westfalen
48176,Nordrhein-Westfalen
48177,Nordrhein-Westfalen
48178,Nordrhein-Westfalen
48179,Nordrhein-Westfalen
48180,Nordrhein-Westfalen
48181,Nordrhein-Westfalen
48182,Nordrhein-Westfalen
48183,Nordrhein-Westfalen
48184,Nordrhein-Westfalen
48185,Nordrhein-Westfalen
48186,Nordrhein-Westfalen
48187,Nordrhein-Westfalen
48188,Nordrhein-Westfalen
48189,Nordrhein-Westfalen
48190,Nordrhein-Westfalen
48191,Nordrhein-Westfalen
48192,Nordrhein-Westfalen
48193,Nordrhein-Westfalen
48194,Nordrhein-Westfalen
48195,Nordrhein-Westfalen
48196,Nordrhein-Westfalen
48197,Nordrhein-Westfalen
48198,Nordrhein-Westfalen
48199,Nordrhein-Westfalen
48200,Nordrhein-Westfalen
48201,Nordrhein-Westfalen
48202,Nordrhein-Westfalen
48203,Nordrhein-Westfalen
48204,Nordrhein-Westfalen
48205,Nordrhein-Westfalen
48206,Nordrhein-Westfalen
48207,Nordrhein-Westfalen
48208,Nordrhein-Westfalen
48209,Nordrhein-Westfalen
48210,Nordrhein-Westfalen
48211,Nordrhein-Westfalen
48212,Nordrhein-Westfalen
48213,Nordrhein-Westfalen
48214,Nordrhein-Westfalen
48215,Nordrhein-Westfalen
48216,Nordrhein-Westfalen
48217,Nordrhein-Westfalen
48218,Nordrhein-Westfalen
48219,Nordrhein-Westfalen
48220,Nordrhein-Westfalen
48221,Nordrhein-Westfalen
48222,Nordrhein-Westfalen
48223,Nordrhein-Westfalen
48224,Nordrhein-Westfalen
48225,Nordrhein-Westfalen
48226,Nordrhein-Westfalen
48227,Nordrhein-Westfalen
48228,Nordrhein-Westfalen
48229,Nordrhein-Westfalen
48230,Nordrhein-Westfalen
48231,Nordrhein-Westfalen
48232,Nordrhein-Westfalen
48233,Nordrhein-Westfalen
48234,Nordrhein-Westfalen
48235,Nordrhein-Westfalen
48236,Nordrhein-Westfalen
48237,Nordrhein-Westfalen
48238,Nordrhein-Westfalen
48239,Nordrhein-Westfalen
48240,Nordrhein-Westfalen
48241,Nordrhein-Westfalen
48242,Nordrhein-Westfalen
48243,Nordrhein-Westfalen
48244,Nordrhein-Westfalen
48245,Nordrhein-Westfalen
48246,Nordrhein-Westfalen
48247,Nordrhein-Westfalen
48248,Nordrhein-Westfalen
48249,Nordrhein-Westfalen
48250,Nordrhein-Westfalen
48251,Nordrhein-Westfalen
48252,Nordrhein-Westfalen
48253,Nordrhein-Westfalen
48254,Nordrhein-Westfalen
48255,Nordrhein-Westfalen
48256,Nordrhein-Westfalen
48257,Nordrhein-Westfalen
48258,Nordrhein-Westfalen
48259,Nordrhein-Westfalen
48260,Nordrhein-Westfalen
48261,Nordrhein-Westfalen
48262,Nordrhein-Westfalen
48263,Nordrhein-Westfalen
48264,Nordrhein-Westfalen
48265,Nordrhein-Westfalen
48266,Nordrhein-Westfalen
48267,Nordrhein-Westfalen
48268,Nordrhein-Westfalen
48269,Nordrhein-Westfalen
48270,Nordrhein-Westfalen
48271,Nordrhein-Westfalen
48272,Nordrhein-Westfalen
48273,Nordrhein-Westfalen
48274,Nordrhein-Westfalen
48275,Nordrhein-Westfalen
48276,Nordrhein-Westfalen
48277,Nordrhein-Westfalen
48278,Nordrhein-Westfalen
48279,Nordrhein-Westfalen
48280,Nordrhein-Westfalen
48281,Nordrhein-Westfalen
48282,Nordrhein-Westfalen
48283,Nordrhein-Westfalen
48284,Nordrhein-Westfalen
48285,Nordrhein-Westfalen
48286,Nordrhein-Westfalen
48287,Nordrhein-Westfalen
48288,Nordrhein-Westfalen
48289,Nordrhein-Westfalen
48290,Nordrhein-Westfalen
48291,Nordrhein-Westfalen
48292,Nordrhein-Westfalen
48293,Nordrhein-Westfalen
48294,Nordrhein-Westfalen
48295,Nordrhein-Westfalen
48296,Nordrhein-Westfalen
48297,Nordrhein-Westfalen
48298,Nordrhein-Westfalen
48299,Nordrhein-Westfalen
48300,Nordrhein-Westfalen
48301,Nordrhein-Westfalen
48302,Nordrhein-Westfalen
48303,Nordrhein-Westfalen
48304,Nordrhein-Westfalen
48305,Nordrhein-Westfalen
48306,Nordrhein-Westfalen
48307,Nordrhein-Westfalen
48308,Nordrhein-Westfalen
48309,Nordrhein-Westfalen
48310,Nordrhein-Westfalen
48311,Nordrhein-Westfalen
48312,Nordrhein-Westfalen
48313,Nordrhein-Westfalen
48314,Nordrhein-Westfalen
48315,Nordrhein-Westfalen
48316,Nordrhein-Westfalen
48317,Nordrhein-Westfalen
48318,Nordrhein-Westfalen
48319,Nordrhein-Westfalen
48320,Nordrhein-Westfalen
48321,Nordrhein-Westfalen
48322,Nordrhein-Westfalen
48323,Nordrhein-Westfalen
48324,Nordrhein-Westfalen
48325,Nordrhein-Westfalen
48326,Nordrhein-Westfalen
48327,Nordrhein-Westfalen
48328,Nordrhein-Westfalen
48329,Nordrhein-Westfalen
48330,Nordrhein-Westfalen
48331,Nordrhein-Westfalen
48332,Nordrhein-Westfalen
48333,Nordrhein-Westfalen
48334,Nordrhein-Westfalen
48335,Nordrhein-Westfalen
48336,Nordrhein-Westfalen
48337,Nordrhein-Westfalen
48338,Nordrhein-Westfalen
48339,Nordrhein-Westfalen
48340,Nordrhein-Westfalen
48341,Nordrhein-Westfalen
48342,Nordrhein-Westfalen
48343,Nordrhein-Westfalen
48344,Nordrhein-Westfalen
48345,Nordrhein-Westfalen
48346,Nordrhein-Westfalen
48347,Nordrhein-Westfalen
48348,Nordrhein-Westfalen
48349,Nordrhein-Westfalen
48350,Nordrhein-Westfalen
48351,Nordrhein-Westfalen
48352,Nordrhein-Westfalen
48353,Nordrhein-Westfalen
48354,Nordrhein-Westfalen
48355,Nordrhein-Westfalen
48356,Nordrhein-Westfalen
48357,Nordrhein-Westfalen
48358,Nordrhein-Westfalen
48359,Nordrhein-Westfalen
48360,Nordrhein-Westfalen
48361,Nordrhein-Westfalen
48362,Nordrhein-Westfalen
48363,Nordrhein-Westfalen
48364,Nordrhein-Westfalen
48365,Nordrhein-Westfalen
48366,Nordrhein-Westfalen
48367,Nordrhein-Westfalen
48368,Nordrhein-Westfalen
48369,Nordrhein-Westfalen
48370,Nordrhein-Westfalen
48371,Nordrhein-Westfalen
48372,Nordrhein-Westfalen
48373,Nordrhein-Westfalen
48374,Nordrhein-Westfalen
48375,Nordrhein-Westfalen
48376,Nordrhein-Westfalen
48377,Nordrhein-Westfalen
48378,Nordrhein-Westfalen
48379,Nordrhein-Westfalen
48380,Nordrhein-Westfalen
48381,Nordrhein-Westfalen
48382,Nordrhein-Westfalen
48383,Nordrhein-Westfalen
48384,Nordrhein-Westfalen
48385,Nordrhein-Westfalen
48386,Nordrhein-Westfalen
48387,Nordrhein-Westfalen
48388,Nordrhein-Westfalen
48389,Nordrhein-Westfalen
48390,Nordrhein-Westfalen
48391,Nordrhein-Westfalen
48392,Nordrhein-Westfalen
48393,Nordrhein-Westfalen
48394,Nordrhein-Westfalen
48395,Nordrhein-Westfalen
48396,Nordrhein-Westfalen
48397,Nordrhein-Westfalen
48398,Nordrhein-Westfalen
48399,Nordrhein-Westfalen
48400,Nordrhein-Westfalen
48401,Nordrhein-Westfalen
48402,Nordrhein-Westfalen
48403,Nordrhein-Westfalen
48404,Nordrhein-Westfalen
48405,Nordrhein-Westfalen
48406,Nordrhein-Westfalen
48407,Nordrhein-Westfalen
48408,Nordrhein-Westfalen
48409,Nordrhein-Westfalen
48410,Nordrhein-Westfalen
48411,Nordrhein-Westfalen
48412,Nordrhein-Westfalen
48413,Nordrhein-Westfalen
48414,Nordrhein-Westfalen
48415,Nordrhein-Westfalen
48416,Nordrhein-Westfalen
48417,Nordrhein-Westfalen
48418,Nordrhein-Westfalen
48419,Nordrhein-Westfalen
48420,Nordrhein-Westfalen
48421,Nordrhein-Westfalen
48422,Nordrhein-Westfalen
48423,Nordrhein-Westfalen
48424,Nordrhein-Westfalen
48425,Nordrhein-Westfalen
48426,Nordrhein-Westfalen
48427,Nordrhein-Westfalen
48428,Nordrhein-Westfalen
48429,Nordrhein-Westfalen
48430,Nordrhein-Westfalen
48431,Nordrhein-Westfalen
48432,Nordrhein-Westfalen
48442,Niedersachsen
48443,Niedersachsen
48444,Niedersachsen
48445,Niedersachsen
48446,Niedersachsen
48447,Niedersachsen
48448,Niedersachsen
48449,Niedersachsen
48450,Niedersachsen
48451,Niedersachsen
48452,Niedersachsen
48453,Niedersachsen
48454,Niedersachsen
48455,Niedersachsen
48456,Niedersachsen
48457,Niedersachsen
48458,Niedersachsen
48459,Niedersachsen
48460,Niedersachsen
48461,Niedersachsen
48462,Niedersachsen
48463,Niedersachsen
48464,Niedersachsen
48465,Niedersachsen
48466,Nordrhein-Westfalen
48467,Nordrhein-Westfalen
48468,Nordrhein-Westfalen
48469,Nordrhein-Westfalen
48470,Nordrhein-Westfalen
48471,Nordrhein-Westfalen
48472,Nordrhein-Westfalen
48473,Nordrhein-Westfalen
48474,Nordrhein-Westfalen
48475,Nordrhein-Westfalen
48476,Nordrhein-Westfalen
48477,Nordrhein-Westfalen
48478,Niedersachsen
48479,Niedersachsen
48480,Niedersachsen
48481,Nordrhein-Westfalen
48482,Nordrhein-Westfalen
48483,Nordrhein-Westfalen
48484,Nordrhein-Westfalen
48485,Nordrhein-Westfalen
48486,Niedersachsen
48487,Niedersachsen
48488,Niedersachsen
48489,Nordrhein-Westfalen
48490,Nordrhein-Westfalen
48491,Nordrhein-Westfalen
48492,Nordrhein-Westfalen
48493,Nordrhein-Westfalen
48494,Nordrhein-Westfalen
48495,Nordrhein-Westfalen
48496,Nordrhein-Westfalen
48497,Niedersachsen
48498,Niedersachsen
48499,Niedersachsen
48500,Niedersachsen
48501,Niedersachsen
48502,Niedersachsen
48503,Niedersachsen
48504,Niedersachsen
48505,Niedersachsen
48506,Niedersachsen
48507,Niedersachsen
48508,Niedersachsen
48509,Niedersachsen
48510,Niedersachsen
48511,Niedersachsen
48512,Niedersachsen
48513,Niedersachsen
48514,Niedersachsen
48515,Niedersachsen
48516,Niedersachsen
48517,Niedersachsen
48518,Niedersachsen
48519,Niedersachsen
48520,Niedersachsen
48521,Niedersachsen
48522,Niedersachsen
48523,Niedersachsen
48524,Niedersachsen
48525,Niedersachsen
48526,Niedersachsen
48527,Niedersachsen
48528,Niedersachsen
48529,Niedersachsen
48530,Niedersachsen
48531,Niedersachsen
48541,Nordrhein-Westfalen
48542,Nordrhein-Westfalen
48543,Nordrhein-Westfalen
48544,Nordrhein-Westfalen
48545,Nordrhein-Westfalen
48546,Nordrhein-Westfalen
48547,Nordrhein-Westfalen
48548,Nordrhein-Westfalen
48549,Nordrhein-Westfalen
48550,Nordrhein-Westfalen
48551,Nordrhein-Westfalen
48552,Nordrhein-Westfalen
48553,Nordrhein-Westfalen
48554,Nordrhein-Westfalen
48555,Nordrhein-Westfalen
48556,Nordrhein-Westfalen
48557,Nordrhein-Westfalen
48558,Nordrhein-Westfalen
48559,Nordrhein-Westfalen
48560,Nordrhein-Westfalen
48561,Nordrhein-Westfalen
48562,Nordrhein-Westfalen
48563,Nordrhein-Westfalen
48564,Nordrhein-Westfalen
48565,Nordrhein-Westfalen
48566,Nordrhein-Westfalen
48567,Nordrhein-Westfalen
48568,Nordrhein-Westfalen
48569,Nordrhein-Westfalen
48570,Nordrhein-Westfalen
48571,Nordrhein-Westfalen
48572,Nordrhein-Westfalen
48573,Nordrhein-Westfalen
48574,Nordrhein-Westfalen
48575,Nordrhein-Westfalen
48576,Nordrhein-Westfalen
48577,Nordrhein-Westfalen
48578,Nordrhein-Westfalen
48579,Nordrhein-Westfalen
48580,Nordrhein-Westfalen
48581,Nordrhein-Westfalen
48582,Nordrhein-Westfalen
48583,Nordrhein-Westfalen
48584,Nordrhein-Westfalen
48585,Nordrhein-Westfalen
48586,Nordrhein-Westfalen
48587,Nordrhein-Westfalen
48588,Nordrhein-Westfalen
48589,Nordrhein-Westfalen
48590,Nordrhein-Westfalen
48591,Nordrhein-Westfalen
48592,Nordrhein-Westfalen
48593,Nordrhein-Westfalen
48594,Nordrhein-Westfalen
48595,Nordrhein-Westfalen
48596,Nordrhein-Westfalen
48597,Nordrhein-Westfalen
48598,Nordrhein-Westfalen
48599,Nordrhein-Westfalen
48600,Nordrhein-Westfalen
48601,Nordrhein-Westfalen
48602,Nordrhein-Westfalen
48603,Nordrhein-Westfalen
48604,Nordrhein-Westfalen
48605,Nordrhein-Westfalen
48606,Nordrhein-Westfalen
48607,Nordrhein-Westfalen
48608,Nordrhein-Westfalen
48609,Nordrhein-Westfalen
48610,Nordrhein-Westfalen
48611,Nordrhein-Westfalen
48612,Nordrhein-Westfalen
48613,Nordrhein-Westfalen
48614,Nordrhein-Westfalen
48615,Nordrhein-Westfalen
48616,Nordrhein-Westfalen
48617,Nordrhein-Westfalen
48618,Nordrhein-Westfalen
48619,Nordrhein-Westfalen
48620,Nordrhein-Westfalen
48621,Nordrhein-Westfalen
48622,Nordrhein-Westfalen
48623,Nordrhein-Westfalen
48624,Nordrhein-Westfalen
48625,Nordrhein-Westfalen
48626,Nordrhein-Westfalen
48627,Nordrhein-Westfalen
48628,Nordrhein-Westfalen
48629,Nordrhein-Westfalen
48630,Nordrhein-Westfalen
48631,Nordrhein-Westfalen
48632,Nordrhein-Westfalen
48633,Nordrhein-Westfalen
48634,Nordrhein-Westfalen
48635,Nordrhein-Westfalen
48636,Nordrhein-Westfalen
48637,Nordrhein-Westfalen
48638,Nordrhein-Westfalen
48639,Nordrhein-Westfalen
48640,Nordrhein-Westfalen
48641,Nordrhein-Westfalen
48642,Nordrhein-Westfalen
48643,Nordrhein-Westfalen
48644,Nordrhein-Westfalen
48645,Nordrhein-Westfalen
48646,Nordrhein-Westfalen
48647,Nordrhein-Westfalen
48648,Nordrhein-Westfalen
48649,Nordrhein-Westfalen
48650,Nordrhein-Westfalen
48651,Nordrhein-Westfalen
48652,Nordrhein-Westfalen
48653,Nordrhein-Westfalen
48654,Nordrhein-Westfalen
48655,Nordrhein-Westfalen
48656,Nordrhein-Westfalen
48657,Nordrhein-Westfalen
48658,Nordrhein-Westfalen
48659,Nordrhein-Westfalen
48660,Nordrhein-Westfalen
48661,Nordrhein-Westfalen
48662,Nordrhein-Westfalen
48663,Nordrhein-Westfalen
48664,Nordrhein-Westfalen
48665,Nordrhein-Westfalen
48666,Nordrhein-Westfalen
48667,Nordrhein-Westfalen
48668,Nordrhein-Westfalen
48669,Nordrhein-Westfalen
48670,Nordrhein-Westfalen
48671,Nordrhein-Westfalen
48672,Nordrhein-Westfalen
48673,Nordrhein-Westfalen
48674,Nordrhein-Westfalen
48675,Nordrhein-Westfalen
48676,Nordrhein-Westfalen
48677,Nordrhein-Westfalen
48678,Nordrhein-Westfalen
48679,Nordrhein-Westfalen
48680,Nordrhein-Westfalen
48681,Nordrhein-Westfalen
48682,Nordrhein-Westfalen
48683,Nordrhein-Westfalen
48684,Nordrhein-Westfalen
48685,Nordrhein-Westfalen
48686,Nordrhein-Westfalen
48687,Nordrhein-Westfalen
48688,Nordrhein-Westfalen
48689,Nordrhein-Westfalen
48690,Nordrhein-Westfalen
48691,Nordrhein-Westfalen
48692,Nordrhein-Westfalen
48693,Nordrhein-Westfalen
48694,Nordrhein-Westfalen
48695,Nordrhein-Westfalen
48696,Nordrhein-Westfalen
48697,Nordrhein-Westfalen
48698,Nordrhein-Westfalen
48699,Nordrhein-Westfalen
48700,Nordrhein-Westfalen
48701,Nordrhein-Westfalen
48702,Nordrhein-Westfalen
48703,Nordrhein-Westfalen
48704,Nordrhein-Westfalen
48705,Nordrhein-Westfalen
48706,Nordrhein-Westfalen
48707,Nordrhein-Westfalen
48708,Nordrhein-Westfalen
48709,Nordrhein-Westfalen
48710,Nordrhein-Westfalen
48711,Nordrhein-Westfalen
48712,Nordrhein-Westfalen
48713,Nordrhein-Westfalen
48714,Nordrhein-Westfalen
48715,Nordrhein-Westfalen
48716,Nordrhein-Westfalen
48717,Nordrhein-Westfalen
48718,Nordrhein-Westfalen
48719,Nordrhein-Westfalen
48720,Nordrhein-Westfalen
48721,Nordrhein-Westfalen
48722,Nordrhein-Westfalen
48723,Nordrhein-Westfalen
48724,Nordrhein-Westfalen
48725,Nordrhein-Westfalen
48726,Nordrhein-Westfalen
48727,Nordrhein-Westfalen
48728,Nordrhein-Westfalen
48729,Nordrhein-Westfalen
48730,Nordrhein-Westfalen
48731,Nordrhein-Westfalen
48732,Nordrhein-Westfalen
48733,Nordrhein-Westfalen
48734,Nordrhein-Westfalen
48735,Nordrhein-Westfalen
48736,Nordrhein-Westfalen
48737,Nordrhein-Westfalen
48738,Nordrhein-Westfalen
48739,Nordrhein-Westfalen
49001,Niedersachsen
49002,Niedersachsen
49003,Niedersachsen
49004,Niedersachsen
49005,Niedersachsen
49006,Niedersachsen
49007,Niedersachsen
49008,Niedersachsen
49009,Niedersachsen
49010,Niedersachsen
49011,Niedersachsen
49012,Niedersachsen
49013,Niedersachsen
49014,Niedersachsen
49015,Niedersachsen
49016,Niedersachsen
49017,Niedersachsen
49018,Niedersachsen
49019,Niedersachsen
49020,Niedersachsen
49021,Niedersachsen
49022,Niedersachsen
49023,Niedersachsen
49024,Niedersachsen
49025,Niedersachsen
49026,Niedersachsen
49027,Niedersachsen
49028,Niedersachsen
49029,Niedersachsen
49030,Niedersachsen
49031,Niedersachsen
49032,Niedersachsen
49033,Niedersachsen
49034,Niedersachsen
49035,Niedersachsen
49036,Niedersachsen
49037,Niedersachsen
49038,Niedersachsen
49039,Niedersachsen
49040,Niedersachsen
49041,Niedersachsen
49042,Niedersachsen
49043,Niedersachsen
49044,Niedersachsen
49045,Niedersachsen
49046,Niedersachsen
49047,Niedersachsen
49048,Niedersachsen
49049,Niedersachsen
49050,Niedersachsen
49051,Niedersachsen
49052,Niedersachsen
49053,Niedersachsen
49054,Niedersachsen
49055,Niedersachsen
49056,Niedersachsen
49057,Niedersachsen
49058,Niedersachsen
49059,Niedersachsen
49060,Niedersachsen
49061,Niedersachsen
49062,Niedersachsen
49063,Niedersachsen
49064,Niedersachsen
49065,Niedersachsen
49066,Niedersachsen
49067,Niedersachsen
49068,Niedersachsen
49069,Niedersachsen
49070,Niedersachsen
49071,Niedersachsen
49072,Niedersachsen
49073,Niedersachsen
