ticket_id,customer_id,timestamp_created,timestamp_closed,subject,description,category,priority,channel,status,solved_in_hours,related_log_id,technical_issue_type
TKT_003825,CUST_00616,2025-12-02 00:00:00,2025-12-02 19:00:00,Technical Issue - High Latency,"Video conferences are choppy, high latency issues",technical,medium,phone,closed,19,LOG_0021679,high_latency
TKT_003826,CUST_00616,2026-01-20 08:00:00,2026-01-21 13:00:00,Technical Issue - High Latency,"High ping, gaming is impossible with this latency",technical,high,web_form,closed,29,LOG_0021708,high_latency
TKT_003827,CUST_00616,2026-02-14 00:00:00,2026-02-14 02:00:00,Billing,Need explanation for additional fees on bill,billing,high,chat,closed,2,,
TKT_003828,CUST_00617,2026-01-13 04:00:00,2026-01-14 12:00:00,Technical Issue - Outage,"Complete outage for 115 minutes, no internet at all",technical,urgent,web_form,closed,32,LOG_0021722,outage
TKT_003829,CUST_00617,2026-02-28 02:00:00,2026-03-01 14:00:00,Technical Issue - Slow Speed,Speed test shows terrible results - 19 Mbps when I'm paying for 50 Mbps,technical,medium,phone,closed,36,LOG_0021734,slow_speed
TKT_003830,CUST_00617,2026-02-12 00:00:00,2026-02-12 23:00:00,Technical Issue - High Latency,"Response time is awful, everything is delayed",technical,high,web_form,closed,23,LOG_0021743,high_latency
TKT_003831,CUST_00617,2025-12-14 03:00:00,2025-12-17 06:00:00,Technical Issue - Slow Speed,Speed test shows terrible results - 14 Mbps when I'm paying for 50 Mbps,technical,urgent,email,closed,75,LOG_0021746,slow_speed
TKT_003832,CUST_00617,2026-01-25 01:00:00,2026-01-29 21:00:00,Technical Issue - Slow Speed,"Streaming keeps buffering, internet speed is insufficient",technical,high,chat,closed,116,LOG_0021747,slow_speed
TKT_003833,CUST_00617,2025-12-09 10:00:00,2025-12-09 15:00:00,Technical Issue - High Latency,"Video conferences are choppy, high latency issues",technical,high,email,closed,5,LOG_0021751,high_latency
TKT_003834,CUST_00617,2026-02-27 11:00:00,2026-03-01 02:00:00,Technical Issue - Slow Speed,"Internet is extremely slow, only getting 19 Mbps instead of 50 Mbps",technical,medium,email,closed,39,LOG_0021752,slow_speed
TKT_003835,CUST_00618,2025-12-01 11:00:00,2025-12-01 16:00:00,Technical Issue - High Latency,"Terrible lag during video calls, latency is 289ms",technical,medium,phone,closed,5,LOG_0021769,high_latency
TKT_003836,CUST_00618,2026-01-14 02:00:00,2026-01-15 14:00:00,Technical Issue - High Latency,"Response time is awful, everything is delayed",technical,medium,web_form,closed,36,LOG_0021779,high_latency
TKT_003837,CUST_00618,2025-12-13 06:00:00,2025-12-15 02:00:00,Technical Issue - High Latency,"Terrible lag during video calls, latency is 211ms",technical,high,phone,closed,44,LOG_0021784,high_latency
TKT_003838,CUST_00618,2026-02-11 11:00:00,2026-02-11 13:00:00,Technical Issue - Connection Drops,WiFi keeps cutting out throughout the day,technical,high,chat,closed,2,LOG_0021791,connection_drops
TKT_003839,CUST_00618,2025-11-25 00:00:00,2025-11-26 00:00:00,Service Change,How do I cancel my service?,service_change,medium,web_form,closed,24,,
TKT_003840,CUST_00618,2026-01-14 00:00:00,2026-01-14 16:00:00,Billing,Charged $98.77 but my plan should be $74.58,billing,medium,web_form,closed,16,,
TKT_003841,CUST_00619,2026-02-14 11:00:00,2026-02-16 03:00:00,Technical Issue - Slow Speed,Speed test shows terrible results - 16 Mbps when I'm paying for 50 Mbps,technical,high,email,closed,40,LOG_0021814,slow_speed
TKT_003842,CUST_00619,2026-01-10 11:00:00,2026-01-12 07:00:00,Technical Issue - Connection Drops,Internet keeps disconnecting every few minutes,technical,high,web_form,closed,44,LOG_0021818,connection_drops
TKT_003843,CUST_00619,2026-02-20 12:00:00,2026-02-21 22:00:00,Technical Issue - Connection Drops,Internet keeps disconnecting every few minutes,technical,high,email,closed,34,LOG_0021819,connection_drops
TKT_003844,CUST_00619,2026-02-09 09:00:00,2026-02-11 10:00:00,Technical Issue - Outage,Internet has been down for over an hour,technical,high,email,closed,49,LOG_0021824,outage
TKT_003845,CUST_00619,2025-12-01 10:00:00,2025-12-02 02:00:00,Technical Issue - Packet Loss,Unstable connection with frequent data loss,technical,medium,web_form,closed,16,LOG_0021828,packet_loss
TKT_003846,CUST_00620,2026-02-01 05:00:00,2026-02-02 17:00:00,Technical Issue - Packet Loss,"Experiencing severe packet loss (16.6%), connection is unstable",technical,high,web_form,closed,36,LOG_0021864,packet_loss
TKT_003847,CUST_00620,2026-01-21 02:00:00,2026-01-21 08:00:00,Technical Issue - High Latency,"Response time is awful, everything is delayed",technical,medium,web_form,closed,6,LOG_0021869,high_latency
TKT_003848,CUST_00620,2025-10-06 00:00:00,2025-10-06 16:00:00,Billing,Double charged this month,billing,medium,email,closed,16,,
TKT_003849,CUST_00621,2025-12-23 07:00:00,2025-12-27 00:00:00,Technical Issue - Outage,"No connection whatsoever, lights on router are red",technical,urgent,phone,closed,89,LOG_0021886,outage
TKT_003850,CUST_00621,2026-01-31 02:00:00,2026-02-02 14:00:00,Technical Issue - Slow Speed,"Internet is extremely slow, only getting 53 Mbps instead of 200 Mbps",technical,high,phone,closed,60,LOG_0021919,slow_speed
TKT_003851,CUST_00621,2025-11-25 00:00:00,2025-11-27 00:00:00,Billing,Need explanation for additional fees on bill,billing,medium,phone,closed,48,,
TKT_003852,CUST_00621,2026-01-26 00:00:00,2026-01-26 16:00:00,Service Change,Want to upgrade to faster plan,service_change,medium,chat,closed,16,,
TKT_003853,CUST_00622,2025-12-04 05:00:00,2025-12-06 05:00:00,Technical Issue - High Latency,"High ping, gaming is impossible with this latency",technical,medium,web_form,closed,48,LOG_0021926,high_latency
TKT_003854,CUST_00622,2026-01-02 01:00:00,2026-01-02 18:00:00,Technical Issue - Packet Loss,"Connection quality is terrible, lots of packet loss",technical,medium,chat,closed,17,LOG_0021943,packet_loss
TKT_003855,CUST_00622,2025-12-24 02:00:00,2025-12-25 06:00:00,Technical Issue - Packet Loss,Unstable connection with frequent data loss,technical,medium,phone,closed,28,LOG_0021952,packet_loss
TKT_003856,CUST_00622,2025-10-10 00:00:00,2025-10-10 18:00:00,Sales,"Competitor is offering better price, can you match?",sales,medium,phone,closed,18,,
TKT_003857,CUST_00622,2025-09-27 00:00:00,2025-09-27 02:00:00,Sales,What promotions do you currently have?,sales,medium,chat,closed,2,,
TKT_003858,CUST_00622,2026-02-26 00:00:00,2026-02-26 05:00:00,Billing,Double charged this month,billing,medium,email,closed,5,,
TKT_003859,CUST_00623,2026-02-26 07:00:00,2026-02-26 20:00:00,Technical Issue - High Latency,"High ping, gaming is impossible with this latency",technical,high,phone,closed,13,LOG_0021961,high_latency
TKT_003860,CUST_00623,2026-01-22 12:00:00,2026-01-23 08:00:00,Technical Issue - Slow Speed,"Streaming keeps buffering, internet speed is insufficient",technical,high,web_form,closed,20,LOG_0021965,slow_speed
TKT_003861,CUST_00623,2025-12-24 00:00:00,2025-12-25 20:00:00,Technical Issue - High Latency,"Response time is awful, everything is delayed",technical,high,phone,closed,44,LOG_0021967,high_latency
TKT_003862,CUST_00623,2026-01-22 06:00:00,2026-01-23 19:00:00,Technical Issue - Connection Drops,Internet keeps disconnecting every few minutes,technical,high,phone,closed,37,LOG_0021968,connection_drops
TKT_003863,CUST_00623,2025-12-31 05:00:00,2025-12-31 22:00:00,Technical Issue - High Latency,"High ping, gaming is impossible with this latency",technical,medium,email,closed,17,LOG_0021971,high_latency
TKT_003864,CUST_00623,2026-01-25 11:00:00,2026-01-26 01:00:00,Technical Issue - Connection Drops,"Losing connection repeatedly, very frustrating",technical,high,chat,closed,14,LOG_0021972,connection_drops
TKT_003865,CUST_00623,2026-01-28 05:00:00,2026-01-28 23:00:00,Technical Issue - Connection Drops,Internet keeps disconnecting every few minutes,technical,medium,web_form,closed,18,LOG_0021977,connection_drops
TKT_003866,CUST_00623,2025-12-28 00:00:00,2025-12-28 12:00:00,Service Change,How do I cancel my service?,service_change,medium,email,closed,12,,
TKT_003867,CUST_00623,2026-01-18 00:00:00,2026-01-18 07:00:00,Service Change,Need to downgrade to save money,service_change,low,phone,closed,7,,
TKT_003868,CUST_00624,2026-01-24 05:00:00,2026-01-24 12:00:00,Technical Issue - Packet Loss,Unstable connection with frequent data loss,technical,high,web_form,closed,7,LOG_0021980,packet_loss
TKT_003869,CUST_00624,2026-02-19 11:00:00,2026-02-20 04:00:00,Technical Issue - Packet Loss,"Data is getting lost, packet loss is very high",technical,high,email,closed,17,LOG_0021981,packet_loss
TKT_003870,CUST_00624,2025-12-29 11:00:00,2025-12-30 12:00:00,Technical Issue - High Latency,"Video conferences are choppy, high latency issues",technical,medium,chat,closed,25,LOG_0021988,high_latency
TKT_003871,CUST_00624,2025-12-10 07:00:00,2025-12-10 20:00:00,Technical Issue - Connection Drops,Internet keeps disconnecting every few minutes,technical,medium,email,closed,13,LOG_0021989,connection_drops
TKT_003872,CUST_00624,2025-12-30 07:00:00,2026-01-03 01:00:00,Technical Issue - Outage,Total service interruption in my area,technical,urgent,phone,closed,90,LOG_0021993,outage
TKT_003873,CUST_00624,2025-12-07 01:00:00,2025-12-11 13:00:00,Technical Issue - Outage,"No connection whatsoever, lights on router are red",technical,urgent,web_form,closed,108,LOG_0021998,outage
TKT_003874,CUST_00624,2026-01-04 01:00:00,2026-01-07 00:00:00,Technical Issue - Slow Speed,"Pages are loading very slowly, speed is way below what was promised",technical,urgent,web_form,closed,71,LOG_0022000,slow_speed
TKT_003875,CUST_00624,2026-02-07 02:00:00,2026-02-07 07:00:00,Technical Issue - Slow Speed,"Pages are loading very slowly, speed is way below what was promised",technical,medium,email,closed,5,LOG_0022006,slow_speed
TKT_003876,CUST_00624,2025-12-02 11:00:00,2025-12-04 17:00:00,Technical Issue - Slow Speed,"Streaming keeps buffering, internet speed is insufficient",technical,urgent,email,closed,54,LOG_0022007,slow_speed
TKT_003877,CUST_00624,2025-12-16 12:00:00,2025-12-18 03:00:00,Technical Issue - Slow Speed,"Pages are loading very slowly, speed is way below what was promised",technical,high,email,closed,39,LOG_0022011,slow_speed
TKT_003878,CUST_00624,2026-01-18 11:00:00,2026-01-20 01:00:00,Technical Issue - Slow Speed,Speed test shows terrible results - 90 Mbps when I'm paying for 200 Mbps,technical,medium,chat,closed,38,LOG_0022014,slow_speed
TKT_003879,CUST_00624,2026-02-19 06:00:00,2026-02-21 05:00:00,Technical Issue - Packet Loss,"Data is getting lost, packet loss is very high",technical,medium,email,closed,47,LOG_0022017,packet_loss
TKT_003880,CUST_00624,2025-12-04 01:00:00,2025-12-08 09:00:00,Technical Issue - Outage,"Complete outage for 99 minutes, no internet at all",technical,high,web_form,closed,104,LOG_0022020,outage
TKT_003881,CUST_00624,2025-09-04 00:00:00,2025-09-04 23:00:00,Service Change,How do I cancel my service?,service_change,medium,phone,closed,23,,
TKT_003882,CUST_00624,2026-02-10 00:00:00,2026-02-10 13:00:00,Service Change,How do I cancel my service?,service_change,low,chat,closed,13,,
TKT_003883,CUST_00624,2025-09-26 00:00:00,2025-09-26 06:00:00,Service Change,Want to upgrade to faster plan,service_change,medium,chat,closed,6,,
TKT_003884,CUST_00624,2025-09-09 00:00:00,2025-09-09 14:00:00,Service Change,Want to upgrade to faster plan,service_change,low,web_form,closed,14,,
TKT_003885,CUST_00624,2025-11-05 00:00:00,2025-11-07 00:00:00,Billing,Charged $114.99 but my plan should be $79.22,billing,low,phone,closed,48,,
TKT_003886,CUST_00625,2025-12-28 01:00:00,2025-12-31 21:00:00,Technical Issue - Outage,Internet has been down for over an hour,technical,high,web_form,closed,92,LOG_0022026,outage
TKT_003887,CUST_00625,2026-01-27 07:00:00,2026-01-27 14:00:00,Technical Issue - Connection Drops,Internet keeps disconnecting every few minutes,technical,high,web_form,closed,7,LOG_0022034,connection_drops
TKT_003888,CUST_00625,2025-12-11 09:00:00,2025-12-12 17:00:00,Technical Issue - Connection Drops,WiFi keeps cutting out throughout the day,technical,high,chat,closed,32,LOG_0022042,connection_drops
TKT_003889,CUST_00626,2026-01-08 00:00:00,2026-01-08 11:00:00,Technical Issue - Packet Loss,"Connection quality is terrible, lots of packet loss",technical,high,email,closed,11,LOG_0022054,packet_loss
TKT_003890,CUST_00626,2025-12-12 07:00:00,2025-12-12 20:00:00,Technical Issue - Slow Speed,"Streaming keeps buffering, internet speed is insufficient",technical,medium,email,closed,13,LOG_0022063,slow_speed
TKT_003891,CUST_00626,2026-01-14 06:00:00,2026-01-18 09:00:00,Technical Issue - Outage,"Complete outage for 116 minutes, no internet at all",technical,urgent,web_form,closed,99,LOG_0022071,outage
TKT_003892,CUST_00626,2025-12-07 07:00:00,2025-12-08 01:00:00,Technical Issue - Slow Speed,"Internet is extremely slow, only getting 90 Mbps instead of 200 Mbps",technical,medium,chat,closed,18,LOG_0022076,slow_speed
TKT_003893,CUST_00626,2026-01-21 00:00:00,2026-01-21 09:00:00,Technical Issue - Slow Speed,"Streaming keeps buffering, internet speed is insufficient",technical,high,phone,closed,9,LOG_0022080,slow_speed
TKT_003894,CUST_00626,2025-12-12 00:00:00,2025-12-12 02:00:00,Service Change,Want to upgrade to faster plan,service_change,medium,web_form,closed,2,,
TKT_003895,CUST_00626,2026-02-18 00:00:00,2026-02-18 18:00:00,Service Change,"Moving to new address, how to transfer service?",service_change,low,chat,closed,18,,
TKT_003896,CUST_00626,2025-09-05 00:00:00,2025-09-05 02:00:00,Sales,Interested in bundling services,sales,medium,web_form,closed,2,,
TKT_003897,CUST_00626,2025-12-22 00:00:00,2025-12-22 16:00:00,Service Change,How do I cancel my service?,service_change,low,phone,closed,16,,
TKT_003898,CUST_00627,2025-12-14 08:00:00,2025-12-14 11:00:00,Technical Issue - High Latency,"Terrible lag during video calls, latency is 143ms",technical,high,web_form,closed,3,LOG_0022093,high_latency
TKT_003899,CUST_00627,2026-02-26 08:00:00,2026-02-26 15:00:00,Technical Issue - High Latency,"Video conferences are choppy, high latency issues",technical,high,email,closed,7,LOG_0022105,high_latency
TKT_003900,CUST_00627,2026-02-18 05:00:00,2026-02-18 17:00:00,Technical Issue - Packet Loss,"Connection quality is terrible, lots of packet loss",technical,medium,email,closed,12,LOG_0022109,packet_loss
TKT_003901,CUST_00627,2026-01-18 04:00:00,2026-01-18 05:00:00,Technical Issue - High Latency,"Terrible lag during video calls, latency is 203ms",technical,high,chat,closed,1,LOG_0022118,high_latency
TKT_003902,CUST_00627,2025-12-31 08:00:00,2026-01-02 04:00:00,Technical Issue - High Latency,"Response time is awful, everything is delayed",technical,high,web_form,closed,44,LOG_0022126,high_latency
TKT_003903,CUST_00628,2026-01-28 04:00:00,2026-01-28 05:00:00,Technical Issue - Slow Speed,"Pages are loading very slowly, speed is way below what was promised",technical,high,web_form,closed,1,LOG_0022130,slow_speed
TKT_003904,CUST_00628,2026-01-18 09:00:00,2026-01-18 17:00:00,Technical Issue - Connection Drops,"Losing connection repeatedly, very frustrating",technical,medium,chat,closed,8,LOG_0022137,connection_drops
TKT_003905,CUST_00628,2025-12-11 12:00:00,2025-12-11 17:00:00,Technical Issue - Slow Speed,"Streaming keeps buffering, internet speed is insufficient",technical,medium,email,closed,5,LOG_0022138,slow_speed
TKT_003906,CUST_00628,2026-01-11 07:00:00,2026-01-13 17:00:00,Technical Issue - Slow Speed,"Pages are loading very slowly, speed is way below what was promised",technical,high,phone,closed,58,LOG_0022139,slow_speed
TKT_003907,CUST_00628,2026-01-12 02:00:00,2026-01-13 21:00:00,Technical Issue - High Latency,"Video conferences are choppy, high latency issues",technical,high,phone,closed,43,LOG_0022152,high_latency
TKT_003908,CUST_00628,2026-01-08 00:00:00,2026-01-08 07:00:00,Technical Issue - High Latency,"Terrible lag during video calls, latency is 201ms",technical,high,email,closed,7,LOG_0022156,high_latency
TKT_003909,CUST_00628,2025-10-22 00:00:00,2025-10-22 17:00:00,Service Change,Need to downgrade to save money,service_change,low,phone,closed,17,,
TKT_003910,CUST_00628,2026-01-26 00:00:00,2026-01-26 17:00:00,Billing,Need explanation for additional fees on bill,billing,low,phone,closed,17,,
TKT_003911,CUST_00628,2025-11-02 00:00:00,2025-11-02 02:00:00,Sales,Interested in bundling services,sales,medium,email,closed,2,,
TKT_003912,CUST_00629,2026-01-29 02:00:00,2026-01-29 17:00:00,Technical Issue - High Latency,"Terrible lag during video calls, latency is 197ms",technical,medium,phone,closed,15,LOG_0022166,high_latency
TKT_003913,CUST_00629,2026-02-06 04:00:00,2026-02-06 21:00:00,Technical Issue - Packet Loss,"Data is getting lost, packet loss is very high",technical,high,email,closed,17,LOG_0022176,packet_loss
TKT_003914,CUST_00629,2026-01-31 09:00:00,2026-02-01 02:00:00,Technical Issue - High Latency,"High ping, gaming is impossible with this latency",technical,medium,web_form,closed,17,LOG_0022184,high_latency
TKT_003915,CUST_00629,2025-09-26 00:00:00,2025-09-26 11:00:00,Sales,What promotions do you currently have?,sales,medium,email,closed,11,,
TKT_003916,CUST_00629,2025-10-15 00:00:00,2025-10-15 20:00:00,Billing,Need explanation for additional fees on bill,billing,low,web_form,closed,20,,
TKT_003917,CUST_00629,2025-10-28 00:00:00,2025-10-28 19:00:00,Service Change,How do I cancel my service?,service_change,medium,email,closed,19,,
TKT_003918,CUST_00630,2026-01-14 02:00:00,2026-01-15 04:00:00,Technical Issue - High Latency,"Terrible lag during video calls, latency is 173ms",technical,medium,web_form,closed,26,LOG_0022205,high_latency
TKT_003919,CUST_00630,2026-01-31 02:00:00,2026-02-03 09:00:00,Technical Issue - Outage,"Complete outage for 82 minutes, no internet at all",technical,urgent,web_form,closed,79,LOG_0022209,outage
TKT_003920,CUST_00630,2025-11-18 00:00:00,2025-11-18 15:00:00,Sales,"Competitor is offering better price, can you match?",sales,medium,chat,closed,15,,
TKT_003921,CUST_00630,2025-10-19 00:00:00,2025-10-19 05:00:00,Sales,What promotions do you currently have?,sales,medium,phone,closed,5,,
TKT_003922,CUST_00631,2025-12-17 09:00:00,2025-12-19 08:00:00,Technical Issue - Slow Speed,Speed test shows terrible results - 21 Mbps when I'm paying for 50 Mbps,technical,high,web_form,closed,47,LOG_0022214,slow_speed
TKT_003923,CUST_00631,2025-12-27 08:00:00,2025-12-27 16:00:00,Technical Issue - Packet Loss,"Experiencing severe packet loss (26.2%), connection is unstable",technical,medium,email,closed,8,LOG_0022217,packet_loss
TKT_003924,CUST_00631,2026-02-15 12:00:00,2026-02-17 05:00:00,Technical Issue - High Latency,"Response time is awful, everything is delayed",technical,medium,chat,closed,41,LOG_0022227,high_latency
TKT_003925,CUST_00631,2026-01-31 07:00:00,2026-01-31 19:00:00,Technical Issue - Packet Loss,"Connection quality is terrible, lots of packet loss",technical,high,chat,closed,12,LOG_0022236,packet_loss
TKT_003926,CUST_00631,2025-10-01 00:00:00,2025-10-01 16:00:00,Service Change,Need to downgrade to save money,service_change,low,web_form,closed,16,,
TKT_003927,CUST_00632,2025-12-31 08:00:00,2026-01-02 01:00:00,Technical Issue - Slow Speed,"Pages are loading very slowly, speed is way below what was promised",technical,medium,web_form,closed,41,LOG_0022247,slow_speed
TKT_003928,CUST_00632,2025-12-21 10:00:00,2025-12-21 13:00:00,Technical Issue - Connection Drops,WiFi keeps cutting out throughout the day,technical,high,chat,closed,3,LOG_0022267,connection_drops
TKT_003929,CUST_00632,2026-02-16 11:00:00,2026-02-17 16:00:00,Technical Issue - High Latency,"Terrible lag during video calls, latency is 166ms",technical,high,phone,closed,29,LOG_0022273,high_latency
TKT_003930,CUST_00633,2025-12-30 05:00:00,2026-01-01 00:00:00,Technical Issue - Slow Speed,"Streaming keeps buffering, internet speed is insufficient",technical,high,chat,closed,43,LOG_0022279,slow_speed
TKT_003931,CUST_00633,2026-02-22 09:00:00,2026-02-25 12:00:00,Technical Issue - Outage,Internet has been down for over an hour,technical,urgent,phone,closed,75,LOG_0022280,outage
TKT_003932,CUST_00633,2026-01-16 12:00:00,2026-01-17 13:00:00,Technical Issue - Slow Speed,"Streaming keeps buffering, internet speed is insufficient",technical,medium,chat,closed,25,LOG_0022284,slow_speed
TKT_003933,CUST_00633,2026-01-20 04:00:00,2026-01-22 07:00:00,Technical Issue - Slow Speed,"Streaming keeps buffering, internet speed is insufficient",technical,urgent,email,closed,51,LOG_0022290,slow_speed
TKT_003934,CUST_00633,2025-12-29 00:00:00,2025-12-30 17:00:00,Billing,Charged $59.71 but my plan should be $47.44,billing,low,web_form,closed,41,,
TKT_003935,CUST_00633,2025-11-12 00:00:00,2025-11-13 21:00:00,Billing,Why did my bill increase without notice?,billing,medium,chat,closed,45,,
TKT_003936,CUST_00633,2026-02-02 00:00:00,2026-02-02 05:00:00,Billing,Need explanation for additional fees on bill,billing,medium,web_form,closed,5,,
TKT_003937,CUST_00634,2026-02-27 11:00:00,2026-02-28 12:00:00,Technical Issue - Slow Speed,"Streaming keeps buffering, internet speed is insufficient",technical,high,web_form,closed,25,LOG_0022316,slow_speed
TKT_003938,CUST_00634,2026-01-08 01:00:00,2026-01-08 04:00:00,Technical Issue - Packet Loss,"Connection quality is terrible, lots of packet loss",technical,medium,web_form,closed,3,LOG_0022317,packet_loss
TKT_003939,CUST_00634,2025-12-05 06:00:00,2025-12-07 01:00:00,Technical Issue - Packet Loss,"Data is getting lost, packet loss is very high",technical,high,web_form,closed,43,LOG_0022318,packet_loss
TKT_003940,CUST_00634,2026-01-12 07:00:00,2026-01-13 10:00:00,Technical Issue - High Latency,"Terrible lag during video calls, latency is 200ms",technical,high,web_form,closed,27,LOG_0022321,high_latency
TKT_003941,CUST_00634,2026-02-27 09:00:00,2026-02-28 23:00:00,Technical Issue - Packet Loss,"Experiencing severe packet loss (22.2%), connection is unstable",technical,high,phone,closed,38,LOG_0022324,packet_loss
TKT_003942,CUST_00634,2025-12-12 06:00:00,2025-12-14 01:00:00,Technical Issue - Slow Speed,Speed test shows terrible results - 96 Mbps when I'm paying for 200 Mbps,technical,high,email,closed,43,LOG_0022325,slow_speed
TKT_003943,CUST_00634,2025-12-06 11:00:00,2025-12-09 02:00:00,Technical Issue - Slow Speed,"Internet is extremely slow, only getting 42 Mbps instead of 200 Mbps",technical,urgent,chat,closed,63,LOG_0022327,slow_speed
TKT_003944,CUST_00634,2025-12-02 00:00:00,2025-12-02 21:00:00,Technical Issue - High Latency,"High ping, gaming is impossible with this latency",technical,high,chat,closed,21,LOG_0022329,high_latency
TKT_003945,CUST_00634,2026-02-22 07:00:00,2026-02-23 19:00:00,Technical Issue - Outage,"Complete outage for 112 minutes, no internet at all",technical,urgent,chat,closed,36,LOG_0022332,outage
TKT_003946,CUST_00634,2025-12-06 05:00:00,2025-12-07 00:00:00,Technical Issue - Slow Speed,"Pages are loading very slowly, speed is way below what was promised",technical,high,email,closed,19,LOG_0022339,slow_speed
TKT_003947,CUST_00634,2026-01-23 00:00:00,2026-01-24 16:00:00,Billing,Need explanation for additional fees on bill,billing,high,email,closed,40,,
TKT_003948,CUST_00634,2025-11-25 00:00:00,2025-11-25 12:00:00,Service Change,Need to downgrade to save money,service_change,medium,chat,closed,12,,
TKT_003949,CUST_00634,2026-01-25 00:00:00,2026-01-25 21:00:00,Service Change,Need to downgrade to save money,service_change,low,email,closed,21,,
TKT_003950,CUST_00634,2025-10-08 00:00:00,2025-10-08 20:00:00,Service Change,Need to downgrade to save money,service_change,low,web_form,closed,20,,
TKT_003951,CUST_00634,2025-09-17 00:00:00,2025-09-17 07:00:00,Sales,Interested in bundling services,sales,low,email,closed,7,,
TKT_003952,CUST_00635,2026-02-02 10:00:00,2026-02-03 23:00:00,Technical Issue - Connection Drops,"Losing connection repeatedly, very frustrating",technical,medium,web_form,closed,37,LOG_0022349,connection_drops
TKT_003953,CUST_00635,2026-01-14 10:00:00,2026-01-17 23:00:00,Technical Issue - Outage,Total service interruption in my area,technical,high,web_form,closed,85,LOG_0022350,outage
TKT_003954,CUST_00635,2025-12-04 09:00:00,2025-12-05 14:00:00,Technical Issue - High Latency,"Response time is awful, everything is delayed",technical,medium,web_form,closed,29,LOG_0022353,high_latency
TKT_003955,CUST_00635,2026-01-23 01:00:00,2026-01-24 06:00:00,Technical Issue - Slow Speed,Speed test shows terrible results - 55 Mbps when I'm paying for 200 Mbps,technical,urgent,chat,closed,29,LOG_0022355,slow_speed
TKT_003956,CUST_00635,2026-01-21 10:00:00,2026-01-26 06:00:00,Technical Issue - Slow Speed,"Pages are loading very slowly, speed is way below what was promised",technical,urgent,chat,closed,116,LOG_0022358,slow_speed
TKT_003957,CUST_00635,2025-09-04 00:00:00,2025-09-04 11:00:00,Service Change,How do I cancel my service?,service_change,medium,phone,closed,11,,
TKT_003958,CUST_00635,2025-11-16 00:00:00,2025-11-16 20:00:00,Service Change,"Moving to new address, how to transfer service?",service_change,low,email,closed,20,,
TKT_003959,CUST_00636,2026-02-09 04:00:00,2026-02-09 08:00:00,Technical Issue - Connection Drops,Internet keeps disconnecting every few minutes,technical,high,chat,closed,4,LOG_0022383,connection_drops
TKT_003960,CUST_00636,2026-01-07 07:00:00,2026-01-07 09:00:00,Technical Issue - Slow Speed,"Pages are loading very slowly, speed is way below what was promised",technical,medium,web_form,closed,2,LOG_0022390,slow_speed
TKT_003961,CUST_00636,2025-09-15 00:00:00,2025-09-16 18:00:00,Billing,Charged $141.57 but my plan should be $114.17,billing,high,chat,closed,42,,
TKT_003962,CUST_00636,2026-02-21 00:00:00,2026-02-21 19:00:00,Service Change,"Moving to new address, how to transfer service?",service_change,low,phone,closed,19,,
TKT_003963,CUST_00637,2026-01-04 09:00:00,2026-01-05 07:00:00,Technical Issue - High Latency,"High ping, gaming is impossible with this latency",technical,medium,email,closed,22,LOG_0022400,high_latency
TKT_003964,CUST_00637,2025-12-08 00:00:00,2025-12-12 17:00:00,Technical Issue - Outage,Internet has been down for over an hour,technical,urgent,web_form,closed,113,LOG_0022410,outage
TKT_003965,CUST_00637,2026-02-22 11:00:00,2026-02-24 08:00:00,Technical Issue - Slow Speed,Speed test shows terrible results - 75 Mbps when I'm paying for 200 Mbps,technical,high,web_form,closed,45,LOG_0022437,slow_speed
TKT_003966,CUST_00637,2025-10-10 00:00:00,2025-10-11 08:00:00,Billing,Why did my bill increase without notice?,billing,low,phone,closed,32,,
TKT_003967,CUST_00637,2025-11-20 00:00:00,2025-11-20 04:00:00,Sales,Interested in bundling services,sales,medium,chat,closed,4,,
TKT_003968,CUST_00638,2025-12-09 07:00:00,2025-12-10 13:00:00,Technical Issue - Connection Drops,WiFi keeps cutting out throughout the day,technical,high,email,closed,30,LOG_0022443,connection_drops
TKT_003969,CUST_00638,2026-01-18 00:00:00,2026-01-19 10:00:00,Technical Issue - High Latency,"Response time is awful, everything is delayed",technical,high,chat,closed,34,LOG_0022446,high_latency
TKT_003970,CUST_00638,2026-02-18 04:00:00,2026-02-20 03:00:00,Technical Issue - High Latency,"Video conferences are choppy, high latency issues",technical,medium,web_form,closed,47,LOG_0022449,high_latency
TKT_003971,CUST_00638,2026-01-06 05:00:00,2026-01-06 10:00:00,Technical Issue - High Latency,"Response time is awful, everything is delayed",technical,high,web_form,closed,5,LOG_0022451,high_latency
TKT_003972,CUST_00638,2026-01-28 12:00:00,2026-02-01 10:00:00,Technical Issue - Outage,Total service interruption in my area,technical,high,web_form,closed,94,LOG_0022452,outage
TKT_003973,CUST_00638,2026-01-09 00:00:00,2026-01-10 12:00:00,Technical Issue - High Latency,"Response time is awful, everything is delayed",technical,medium,phone,closed,36,LOG_0022454,high_latency
TKT_003974,CUST_00638,2026-02-09 09:00:00,2026-02-14 08:00:00,Technical Issue - Slow Speed,Speed test shows terrible results - 54 Mbps when I'm paying for 200 Mbps,technical,high,phone,closed,119,LOG_0022457,slow_speed
TKT_003975,CUST_00638,2025-12-05 04:00:00,2025-12-06 14:00:00,Technical Issue - Packet Loss,"Connection quality is terrible, lots of packet loss",technical,medium,email,closed,34,LOG_0022464,packet_loss
